11. May 2019 | 22:33:29 | - 3DSpeed = 0
11. May 2019 | 22:33:29 | - MaxSpeed = 280
11. May 2019 | 22:33:29 | - AdminImmunity = 0
11. May 2019 | 22:33:29 | - Advertisement = 0
11. May 2019 | 22:33:29 | - FreezeUpdate = 0
11. May 2019 | 22:33:29 | - SpawnTime = 10
11. May 2019 | 22:33:29 | - CheckpointTeleport = 1
11. May 2019 | 22:33:29 | - Airbrake = 150
11. May 2019 | 22:33:29 | - TankMode = 0
11. May 2019 | 22:33:29 | - WarnPlayers = 0
11. May 2019 | 22:33:29 | - SingleplayerCheats = 0
11. May 2019 | 22:33:29 | - MinFPS = 0
11. May 2019 | 22:33:29 | - DisableBadWeapons = 1
11. May 2019 | 22:33:29 | - CBug = 0
11. May 2019 | 22:33:29 | - AntiBugKill = 0
11. May 2019 | 22:33:29 | - NoReload = 0
11. May 2019 | 22:33:29 | - NoReloadForSawnOff = 8
11. May 2019 | 22:33:29 | - ActiveGMC = 0
11. May 2019 | 22:33:29 | - GMCBan = 0
11. May 2019 | 22:33:29 | - ServerSideHealth = 1
11. May 2019 | 22:33:29 | - CheckVMPos = 0
11. May 2019 | 22:33:29 | - QuickTurn = 0
11. May 2019 | 22:33:29 | - VehicleTeleport = 1
11. May 2019 | 22:33:29 | - Wallride = 170
11. May 2019 | 22:33:29 | - DisplayTextDraw = 1
11. May 2019 | 22:33:29 | - AFK = 15
11. May 2019 | 22:33:29 | - PickupTeleport = 1
11. May 2019 | 22:33:29 | - FlyHack = 40
11. May 2019 | 22:33:29 | - JunkBusterChrome = 0
11. May 2019 | 22:33:29 | - CheckWalkAnims = 1
11. May 2019 | 22:33:29 | - ReportMoneyHack = 2
11. May 2019 | 22:33:29 | - SpeedhackAdvanced = 20
11. May 2019 | 22:33:29 | - Joypad = 0
11. May 2019 | 22:33:29 | - ArmedVehicles = 0
11. May 2019 | 22:33:29 | - VehicleRepair = 2
11. May 2019 | 22:33:29 | - TuningHack = 1
11. May 2019 | 22:33:29 | - PayForGuns = 0
11. May 2019 | 22:33:29 | - SpawnVehicles = 1
11. May 2019 | 22:33:29 | - MaxTotalWarnings = 3
11. May 2019 | 22:33:29 | - TooManyWarningsAction = 1
11. May 2019 | 22:33:29 | - AirbrakeDetection = 1
